,Unnamed: 0,player_name,medal_type,event_name,name_of_sport,medal_icon,country_flag
500,500,Germany,2, Men ,Handball,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
501,501,Spain,3, Men ,Handball,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ES.svg
502,502,Norway,1, Women ,Handball,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NO.svg
503,503,France,2, Women ,Handball,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
504,504,Denmark,3, Women ,Handball,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DK.svg
505,505,Netherlands,1, Men ,Hockey,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
506,506,Germany,2, Men ,Hockey,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
507,507,India,3, Men ,Hockey,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IN.svg
508,508,Netherlands,1, Women ,Hockey,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
509,509,China,2, Women ,Hockey,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
510,510,Argentina,3, Women ,Hockey,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AR.svg
511,511,T.Riner,1, Over 100 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
512,512,M.Kim,2, Over 100 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
513,513,T.Rakhimov,3, Over 100 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TJ.svg
514,514,A.Yusupov,3, Over 100 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UZ.svg
515,515,B.Souza,1, Over 78 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
516,516,R.Hershko,2, Over 78 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IL.svg
517,517,H.Kim,3, Over 78 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
518,518,R.Dicko,3, Over 78 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
519,519,France,1, Team ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
520,520,Japan,2, Team ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
521,521,Brazil,3, Team ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
522,522,South Korea,3, Team ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
523,523,Z.Kotsoiev,1, Up to 100 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AZ.svg
524,524,I.Sulamanidze,2, Up to 100 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GE.svg
525,525,P.Paltchik,3, Up to 100 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IL.svg
526,526,M.Turoboyev,3, Up to 100 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UZ.svg
527,527,N.Tsunoda,1, Up to 48 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
528,528,B.Bavuudorj,2, Up to 48 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MN.svg
529,529,S.Boukli,3, Up to 48 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
530,530,T.Babulfath,3, Up to 48 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SE.svg
531,531,D.Keldiyorova,1, Up to 52 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/UZ.svg
532,532,D.Krasniqi,2, Up to 52 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/XK.svg
533,533,L.Pimenta,3, Up to 52 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
534,534,A.Buchard,3, Up to 52 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
535,535,C.Deguchi,1, Up to 57 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
536,536,M.Huh,2, Up to 57 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
537,537,H.Funakubo,3, Up to 57 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
538,538,S.Cysique,3, Up to 57 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
539,539,Y.Smetov,1, Up to 60 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KZ.svg
540,540,L.Mkheidze,2, Up to 60 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
541,541,R.Nagayama,3, Up to 60 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
542,542,F.Garrigos,3, Up to 60 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ES.svg
543,543,A.Leski,1, Up to 63 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SI.svg
544,544,P.Awiti Alcaraz,2, Up to 63 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MX.svg
545,545,C.Agbegnenou,3, Up to 63 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
546,546,L.Fazliu,3, Up to 63 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/XK.svg
547,547,H.Abe,1, Up to 66 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
548,548,W.Lima,2, Up to 66 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BR.svg
549,549,G.Kyrgyzbayev,3, Up to 66 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KZ.svg
550,550,D.Vieru,3, Up to 66 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MD.svg
551,551,B.Matić,1, Up to 70 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HR.svg
552,552,M.Butkereit,2, Up to 70 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
553,553,M.Polleres,3, Up to 70 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AT.svg
554,554,G.Willems,3, Up to 70 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BE.svg
555,555,H.Heydarov,1, Up to 73 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AZ.svg
556,556,J.Gaba,2, Up to 73 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
557,557,A.Osmanov,3, Up to 73 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/MD.svg
558,558,S.Hashimoto,3, Up to 73 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
559,559,A.Bellandi,1, Up to 78 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
560,560,I.Lanir,2, Up to 78 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IL.svg
561,561,Z.Ma,3, Up to 78 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
562,562,P.Sampaio,3, Up to 78 kg (F) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/PT.svg
563,563,T.Nagase,1, Up to 81 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
564,564,T.Grigalashvili,2, Up to 81 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GE.svg
565,565,J.Lee,3, Up to 81 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
566,566,S.Makhmadbekov,3, Up to 81 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/TJ.svg
567,567,L.Bekauri,1, Up to 90 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GE.svg
568,568,S.Murao,2, Up to 90 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
569,569,M.Ngayap Hambou,3, Up to 90 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
570,570,T.Tselidis,3, Up to 90 kg (M) ,Judo,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GR.svg
571,571,S.v.Rouwendaal,1, 10km Marathon Swimming (F) ,Marathon Swimming,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
572,572,M.Johnson,2, 10km Marathon Swimming (F) ,Marathon Swimming,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
573,573,G.Taddeucci,3, 10km Marathon Swimming (F) ,Marathon Swimming,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
574,574,K.Rasovszky,1, 10km Marathon Swimming (M) ,Marathon Swimming,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
575,575,O.Klemet,2, 10km Marathon Swimming (M) ,Marathon Swimming,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
576,576,D.Betlehem,3, 10km Marathon Swimming (M) ,Marathon Swimming,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
577,577,A.El-Gendy,1, Men ,Modern Pentathlon,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/EG.svg
578,578,T.Sato,2, Men ,Modern Pentathlon,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/JP.svg
579,579,G.Malan,3, Men ,Modern Pentathlon,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
580,580,M.Gulyas,1, Women ,Modern Pentathlon,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HU.svg
581,581,E.Clouvel,2, Women ,Modern Pentathlon,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
582,582,S.Seong,3, Women ,Modern Pentathlon,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/KR.svg
583,583,T.Pidcock,1, Men ,Mountain Biking,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
584,584,V.Koretzky,2, Men ,Mountain Biking,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
585,585,A.Hatherly,3, Men ,Mountain Biking,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/ZA.svg
586,586,P.Ferrand Prevo,1, Women ,Mountain Biking,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/FR.svg
587,587,H.Batten,2, Women ,Mountain Biking,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
588,588,J.Rissveds,3, Women ,Mountain Biking,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/SE.svg
589,589,D.Varfolomeev,1, Four Events Gymnastics ,Rhyth. Gymnastics,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/DE.svg
590,590,B.Kaleyn,2, Four Events Gymnastics ,Rhyth. Gymnastics,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/BG.svg
591,591,S.Raffaeli,3, Four Events Gymnastics ,Rhyth. Gymnastics,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
592,592,China,1, Group Gymnastics ,Rhyth. Gymnastics,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CN.svg
593,593,Israel,2, Group Gymnastics ,Rhyth. Gymnastics,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IL.svg
594,594,Italy,3, Group Gymnastics ,Rhyth. Gymnastics,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IT.svg
595,595,USA,1, Coxless Four (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/US.svg
596,596,New Zealand,2, Coxless Four (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
597,597,Great Britain,3, Coxless Four (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
598,598,Netherlands,1, Coxless Four Rowing (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
599,599,Great Britain,2, Coxless Four Rowing (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
600,600,New Zealand,3, Coxless Four Rowing (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
601,601,Clever./Meester,1, Coxless Pair (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
602,602,Vrincea./Anghel,2, Coxless Pair (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/RO.svg
603,603,McInty./Morris.,3, Coxless Pair (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/AU.svg
604,604,Sinkovic/Sinkov,1, Coxless Pair (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/HR.svg
605,605,Wynne-G./George,2, Coxless Pair (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
606,606,Röösli/Gulich,3, Coxless Pair (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CH.svg
607,607,Francis/Spoors,1, Double Sculls (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NZ.svg
608,608,Radiş/Bodnar,2, Double Sculls (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/RO.svg
609,609,H.-Byrne/Wilde,3, Double Sculls (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
610,610,Cornea/Enache,1, Double Sculls (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/RO.svg
611,611,Twella./Broeni.,2, Double Sculls (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
612,612,Lynch/Doyle,3, Double Sculls (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/IE.svg
613,613,Romania,1, Eight (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/RO.svg
614,614,Canada,2, Eight (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/CA.svg
615,615,Great Britain,3, Eight (F) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/bronze-medal.6474a63d1f4b7d486127.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
616,616,Great Britain,1, Eight (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/gold-medal.39480c7008fe241d5426.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/GB.svg
617,617,Netherlands,2, Eight (M) ,Rowing,https://static.files.bbci.co.uk/core/website/assets/static/sport/silver-medal.b90d266096d3c84d282d.svg,https://www.lemonde.fr/en/bucket/static/img/flags/cfi/3x2/NL.svg
